doi,wos_id,year,journal,authors,title_wos
10.1002/jcpy.1079,WOS000454584400009,2019,JCP,SHAVITT S,DIVERSITY AND STIGMATIZED IDENTITY IN THE MARKETPLACE: INTRODUCTION TO RESEARCH DIALOGUE
10.1002/jcpy.1080,WOS000462590900001,2019,JCP,FITZPATRICK M;ELPHINGSTON-JOLLY B;FRIEND L;PAYNE P,POSSESSIONS AND SELF IN THE IDENTITY WORK OF SURVIVORS OF DOMESTIC VIOLENCE
10.1002/jcpy.1082,WOS000473648500008,2019,JCP,THOMAS VL;JEWELL RD,I CAN'T GET YOU OUT OF MY HEAD: THE INFLUENCE OF SECRECY ON CONSUMERS' SELF-BRAND CONNECTIONS
10.1002/jcpy.1083,WOS000473648500001,2019,JCP,GARBINSKY EN;GLADSTONE JJ,THE CONSUMPTION CONSEQUENCES OF COUPLES POOLING FINANCES
10.1002/jcpy.1084,WOS000462590900002,2019,JCP,HAN E;GERSHOFF AD,LOTS TO DO OR LOTS OF WAYS TO DO IT? THE ROLE OF MOOD AND MIND-SET ON GOAL MOTIVATION
10.1002/jcpy.1085,WOS000473648500005,2019,JCP,MASTERS TM;MISHRA A,THE INFLUENCE OF HERO AND VILLAIN LABELS ON THE PERCEPTION OF VICE AND VIRTUE PRODUCTS
10.1002/jcpy.1086,WOS000473648500011,2019,JCP,KRISHNA A;HERD KB;AYDMOGLU NZ,A REVIEW OF CONSUMER EMBARRASSMENT AS A PUBLIC AND PRIVATE EMOTION
10.1002/jcpy.1087,WOS000488968700009,2019,JCP,RUDD M;CATAPANO R;AAKER J,MAKING TIME MATTER: A REVIEW OF RESEARCH ON TIME AND MEANING
10.1002/jcpy.1088,WOS000473648500004,2019,JCP,ROOSE G;VERMEIR I;GEUENS M;VAN KERCKHOVE A,A MATCH MADE IN HEAVEN OR DOWN UNDER? THE EFFECTIVENESS OF MATCHING VISUAL AND VERBAL HORIZONS IN ADVERTISING
10.1002/jcpy.1089,WOS000473648500007,2019,JCP,YANG H;CARMON Z;ARIELY D;NORTON M,THE FEELING OF NOT KNOWING IT ALL
10.1002/jcpy.1090,WOS000473648500009,2019,JCP,SALERNO A;SEVILLA J,SCARCE FOODS ARE PERCEIVED AS HAVING MORE CALORIES
10.1002/jcpy.1091,WOS000473648500003,2019,JCP,YOON S;FONG N,UNINFORMATIVE ANCHORS HAVE PERSISTENT EFFECTS ON VALUATION JUDGMENTS
10.1002/jcpy.1092,WOS000473648500002,2019,JCP,MATZ SC;SEGALIN C;STILLWELL D;MULLER SR;BOS MW,PREDICTING THE PERSONAL APPEAL OF MARKETING IMAGES USING COMPUTATIONAL METHODS
10.1002/jcpy.1093,WOS000462590900012,2019,JCP,OYSERMAN D,THE ESSENTIALIZED SELF: IMPLICATIONS FOR MOTIVATION AND SELF-REGULATION
10.1002/jcpy.1094,WOS000462590900011,2019,JCP,JOHN DR;CHAPLIN LN,CHILDREN'S UNDERSTANDING OF THE INSTRUMENTAL VALUE OF PRODUCTS AND BRANDS
10.1002/jcpy.1095,WOS000462590900009,2019,JCP,KRISHNA A,INTRODUCTION TO THE RESEARCH DIALOGUE ON CHILDREN AND PERSUASION
10.1002/jcpy.1096,WOS000462590900013,2019,JCP,GELMAN SA;ECHELBARGER M,"CHILDREN AND CONSUMER BEHAVIOR: INSIGHTS, QUESTIONS, AND NEW FRONTIERS"
10.1002/jcpy.1097,WOS000462590900010,2019,JCP,GELMAN SA;ECHELBARGER ME,"CHILDREN, OBJECT VALUE, AND PERSUASION"
10.1002/jcpy.1098,WOS000473648500006,2019,JCP,DUCLOS R;KHAMITOV M,"COMPARED TO DEMATERIALIZED MONEY, CASH INCREASES IMPATIENCE IN INTERTEMPORAL CHOICE"
10.1002/jcpy.1099,WOS000488968700002,2019,JCP,BASTOS W,NOW OR NEVER: PERCEPTIONS OF UNIQUENESS INDUCE ACCEPTANCE OF PRICE INCREASES FOR EXPERIENCES MORE THAN FOR OBJECTS
10.1002/jcpy.1100,WOS000528917500011,2020,JCP,STORNELLI J;PEREIRA B;VANN RJ,"BIG PICTURE, BAD OUTCOMES: WHEN VISUAL PERSPECTIVES HARM HEALTH GOAL PURSUIT"
10.1002/jcpy.1101,WOS000488968700007,2019,JCP,BULLARD O;PENNER S;MAIN KJ,CAN IMPLICIT THEORY INFLUENCE CONSTRUAL LEVEL?
10.1002/jcpy.1102,WOS000473648500010,2019,JCP,GONG H;HUANG J;GOH KH,THE ILLUSION OF DOUBLE-DISCOUNT: USING REFERENCE POINTS IN PROMOTION FRAMING
10.1002/jcpy.1103,WOS000528917500012,2020,JCP,MENDE M;SALISBURY LC;NENKOV ML,IMPROVING FINANCIAL INCLUSION THROUGH COMMUNAL FINANCIAL ORIENTATION: HOW FINANCIAL SERVICE PROVIDERS CAN BETTER ENGAGE CONSUMERS IN BANKING DESERTS
10.1002/jcpy.1108,WOS000488968700006,2019,JCP,LOWE M;NIKOLOVA H;MILLER CJ;DOMMER SL,CEDING AND SUCCEEDING: HOW THE ALTRUISTIC CAN BENEFIT FROM THE SELFISH IN JOINT DECISIONS
10.1002/jcpy.1109,WOS000488968700001,2019,JCP,JOHNSON ZS;MAO H;LEFEBVRE S;GANESH J,GOOD GUYS CAN FINISH FIRST: HOW BRAND REPUTATION AFFECTS EXTENSION EVALUATIONS
10.1002/jcpy.1110,WOS000488968700008,2019,JCP,SELA A;HADAR L;MORGAN S;MAIMARAN M,VARIETY-SEEKING AND PERCEIVED EXPERTISE
10.1002/jcpy.1111,WOS000505514700001,2020,JCP,WEDEL M;DONG C,BANOVA: BAYESIAN ANALYSIS OF EXPERIMENTS IN CONSUMER PSYCHOLOGY
10.1002/jcpy.1116,WOS000488968700003,2019,JCP,MAFAEL A,HOW REGULATORY ORIENTATION AND FEELINGS OF GRATITUDE SHAPE ONLINE REVIEW HELPFULNESS
10.1002/jcpy.1117,WOS000488968700004,2019,JCP,PENA-MARIN J;WU R,DISCONFIRMING EXPECTATIONS: INCORRECT IMPRECISE (VS. PRECISE) ESTIMATES INCREASE SOURCE TRUSTWORTHINESS AND CONSUMER LOYALTY
10.1002/jcpy.1118,WOS000473648500016,2019,JCP,MACINNIS DJ;TORELLI CJ;PARK CW,CREATING CULTURAL MEANING IN PRODUCTS AND BRANDS: A PSYCHOLOGICAL PERSPECTIVE
10.1002/jcpy.1119,WOS000473648500013,2019,JCP,FOURNIER S;ALVAREZ C,HOW BRANDS ACQUIRE CULTURAL MEANING
10.1002/jcpy.1120,WOS000473648500012,2019,JCP,KRISHNA A,HOW BRANDS ACQUIRE CULTURAL MEANING: INTRODUCTION
10.1002/jcpy.1121,WOS000473648500015,2019,JCP,PRICE LL;COULTER RA,CROSSING BRIDGES: ASSEMBLING CULTURE INTO BRANDS AND BRANDS INTO CONSUMERS' GLOBAL LOCAL CULTURAL LIVES
10.1002/jcpy.1122,WOS000473648500014,2019,JCP,BATRA R,CREATING BRAND MEANING: A REVIEW AND RESEARCH AGENDA
10.1002/jcpy.1123,WOS000505514700003,2020,JCP,CINELLI MD;LEBOEUF RA,KEEPING IT REAL: HOW PERCEIVED BRAND AUTHENTICITY AFFECTS PRODUCT PERCEPTIONS
10.1002/jcpy.1124,WOS000505514700004,2020,JCP,REICH BJ;CAMPBELL T;MADRIGAL R,WHO DESERVES FAULTY PRODUCTS? HOW BLAMING THE VICTIM PREVENTS CONSUMER PUNITIVE ACTION
10.1002/jcpy.1125,WOS000505514700002,2020,JCP,KARATAS M;GURHAN-CANLI Z,WHEN CONSUMERS PREFER BUNDLES WITH NONCOMPLEMENTARY ITEMS TO BUNDLES WITH COMPLEMENTARY ITEMS: THE ROLE OF MINDSET ABSTRACTION
10.1002/jcpy.1126,WOS000479809600001,2020,JCP,YE N;MORRIN M;KAMPFER K,FROM GLOSSY TO GREASY: THE IMPACT OF LEARNED ASSOCIATIONS ON PERCEPTIONS OF FOOD HEALTHFULNESS
10.1002/jcpy.1127,WOS000505514700005,2020,JCP,TAYLOR N;NOSEWORTHY TJ,COMPENSATING FOR INNOVATION: EXTREME PRODUCT INCONGRUITY ENCOURAGES CONSUMERS TO AFFIRM UNRELATED CONSUMPTION SCHEMAS
10.1002/jcpy.1128,WOS000483080500001,2020,JCP,HERAK I;KERVYN N;THOMSON M,"PAIRING PEOPLE WITH PRODUCTS: ANTHROPOMORPHIZING THE OBJECT, DEHUMANIZING THE PERSON"
10.1002/jcpy.1129,WOS000483080300001,2020,JCP,HAWS KL;LIU PJ;DALLAS SK;CAWLEY J;ROBERTO CA,ANY SIZE FOR A DOLLAR: THE EFFECT OF ANY-SIZE-SAME-PRICE VERSUS STANDARD PRICING ON BEVERAGE SIZE CHOICES
10.1002/jcpy.1130,WOS000484314900001,2019,JCP,SUHER J;HUANG S;LEE L,PLANNING FOR MULTIPLE SHOPPING GOALS IN THE MARKETPLACE
10.1002/jcpy.1131,WOS000482586000001,2020,JCP,BANKER S;GOSLINE RR;LEE JK,REVERSING THE PLACEBO: PERFORMANCE-BRANDED EXPERIENCES CAN UNDERMINE CONSUMER PERFORMANCE
10.1002/jcpy.1132,WOS000484313700001,2020,JCP,KING D;AUSCHAITRAKUL S,SYMBOLIC SEQUENCE EFFECTS ON CONSUMERS' JUDGMENTS OF TRUTH FOR BRAND CLAIMS
10.1002/jcpy.1133,WOS000482586600001,2020,JCP,PARK J;HADI R,SHIVERING FOR STATUS: WHEN COLD TEMPERATURES INCREASE PRODUCT EVALUATION
10.1002/jcpy.1134,WOS000482586200001,2020,JCP,LIU PJ;LAMBERTON C;HAWS KL,THE AGGREGATED EXTREMES EFFECT: NOT ALL ROUTES TO ``BALANCED'' BUNDLES ARE EQUALLY APPEALING
10.1002/jcpy.1135,WOS000484314500001,2020,JCP,HAMBY A;ECKER U;BRINBERG D,HOW STORIES IN MEMORY PERPETUATE THE CONTINUED INFLUENCE OF FALSE INFORMATION
10.1002/jcpy.1136,WOS000484315600001,2020,JCP,PECHMANN C;CATLIN JR;ZHENG Y,"FACILITATING ADOLESCENT WELL-BEING: A REVIEW OF THE CHALLENGES AND OPPORTUNITIES AND THE BENEFICIAL ROLES OF PARENTS, SCHOOLS, NEIGHBORHOODS, AND POLICYMAKERS"
10.1002/jcpy.1137,WOS000490959200001,2020,JCP,CHEN F;CHEN RP;YANG L,"WHEN SADNESS COMES ALIVE, WILL IT BE LESS PAINFUL? THE EFFECTS OF ANTHROPOMORPHIC THINKING ON SADNESS REGULATION AND CONSUMPTION"
10.1002/jcpy.1138,WOS000492198900001,2020,JCP,KARATAS M,MAKING DECISIONS IN FOREIGN LANGUAGES: WEAKER SENSES OF OWNERSHIP ATTENUATE THE ENDOWMENT EFFECT
10.1002/jcpy.1140,WOS000500311100001,2020,JCP,RIXOM JM;MAS EM;RIXOM BA,PRESENTATION MATTERS: THE EFFECT OF WRAPPING NEATNESS ON GIFT ATTITUDES
10.1002/jcpy.1141,WOS000505514700014,2020,JCP,SCOPELLITI I;VOSGERAU J;HUH YE,RESPONSE TO COMMENTARIES ON THE EXERTING SELF-CONTROL NOT EQUAL SACRIFICING PLEASURE RESEARCH DIALOGUE
10.1002/jcpy.1142,WOS000505514700011,2020,JCP,VOSGERAU J;SCOPELLITI I;HUH YE,EXERTING SELF-CONTROL NOT EQUAL SACRIFICING PLEASURE
10.1002/jcpy.1144,WOS000505514700012,2020,JCP,LAMBERTON C,REFLECTIVE SELF-CONTROL IN SELF-CONTROL SCHOLARSHIP: A PEIRCEAN ANALYSIS
10.1002/jcpy.1145,WOS000505514700013,2020,JCP,MOCHON D;SCHWARTZ J,THE IMPORTANCE OF CONSTRUCT VALIDITY IN CONSUMER RESEARCH
10.1002/jcpy.1146,WOS000545645600008,2020,JCP,BLEKHER M;DANZIGER S;GRINSTEIN A,SALIENT VOLUNTEERING BEHAVIOR INCREASES MONETARY RISK-TAKING
10.1002/jcpy.1147,WOS000500519100001,2020,JCP,CHAN EY,POLITICAL CONSERVATISM AND ANTHROPOMORPHISM: AN INVESTIGATION
10.1002/jcpy.1148,WOS000545645600006,2020,JCP,CHOI WJ;SUN H;LIU YL;CHEN HA,GUESS WHO BUYS CHEAP? THE EFFECT OF CONSUMERS' GOAL ORIENTATION ON PRODUCT PREFERENCE
10.1002/jcpy.1149,WOS000500311600001,2020,JCP,KAPOOR A;TRIPATHI S,THE IMPACT OF TIME-KEEPING DIRECTION ON COMPENSATORY CONSUMPTION: THE ROLE OF PERCEIVED RESOURCE DEFICIENCY
10.1002/jcpy.1150,WOS000528917500003,2020,JCP,PALMEIRA M;ANDRADE E;SHARIFI S;MAO W;JACOB J,THE INFLUENCE OF ARBITRARY BREAKPOINTS ON JUDGMENTS OF MAXIMUM OUTPUT
10.1002/jcpy.1151,WOS000508860000001,2020,JCP,TEENY J;DENG X;UNNAVA HR,THE ``BUZZ'' BEHIND THE BUZZ MATTERS: ENERGETIC AND TENSE AROUSAL AS SEPARATE MOTIVATIONS FOR WORD OF MOUTH
10.1002/jcpy.1152,WOS000507566500001,2020,JCP,FEI X;YOU Y;YANG X,``WE'' ARE DIFFERENT: EXPLORING THE DIVERSE EFFECTS OF FRIEND AND FAMILY ACCESSIBILITY ON CONSUMERS' PRODUCT PREFERENCES
10.1002/jcpy.1153,WOS000588439300009,2020,JCP,SIDDIQUI RA;LING C;MAY F,REMINDERS OF ONE'S MIDDLE NAME RESULT IN DECREASED INDULGENCE
10.1002/jcpy.1154,WOS000510166100001,2020,JCP,REICH BJ;PITTMAN M,AN APPEAL TO INTIMACY: CONSUMER RESPONSE TO PLATFORM-APPEAL FIT ON SOCIAL MEDIA
10.1002/jcpy.1155,WOS000510166000001,2020,JCP,MITTELMAN M;GONCALVES D;ANDRADE EB,"OUT OF SIGHT, OUT OF MIND: USAGE FREQUENCY CONSIDERATIONS IN PURCHASE DECISIONS"
10.1002/jcpy.1156,WOS000510166300001,2020,JCP,MRKVA K;JOHNSON EJ;GAECHTER S;HERRMANN A,"MODERATING LOSS AVERSION: LOSS AVERSION HAS MODERATORS, BUT REPORTS OF ITS DEATH ARE GREATLY EXAGGERATED"
10.1002/jcpy.1157,WOS000515274300001,2020,JCP,SAVARY J;LI CX;NEWMAN GE,EXALTED PURCHASES OR TAINTED DONATIONS? SELF-SIGNALING AND THE EVALUATION OF CHARITABLE INCENTIVES
10.1002/jcpy.1158,WOS000512956900001,2020,JCP,WYER RS;KARDES FR,"A MULTISTAGE, MULTIPROCESS ANALYSIS OF CONSUMER JUDGMENT: A SELECTIVE REVIEW AND CONCEPTUAL FRAMEWORK"
10.1002/jcpy.1160,WOS000522483500001,2020,JCP,WONGKITRUNGRUENG A;HILDEBRAND D;SEN K,IS SALESPERSON ATTRACTIVENESS A BOON OR A BANE? THE MODERATING ROLE OF PERCEIVED LABOR COST-TO-PRICE RATIO IN RETAIL BARGAINING
10.1002/jcpy.1161,WOS000523592100001,2020,JCP,HILL RP;SHARMA E,CONSUMER VULNERABILITY
10.1002/jcpy.1163,WOS000539639500001,2020,JCP,XU Q;KWAN CMC;ZHOU X,HELPING YOURSELF BEFORE HELPING OTHERS: HOW SENSE OF CONTROL PROMOTES CHARITABLE BEHAVIORS
10.1002/jcpy.1164,WOS000527572400001,2020,JCP,FARMER A;KIDWELL B;HARDESTY DM,HELPING A FEW A LOT OR MANY A LITTLE: POLITICAL IDEOLOGY AND CHARITABLE GIVING
10.1002/jcpy.1165,WOS000527573800001,2020,JCP,WANG CX;ZHANG JIAO ZJ,ASSERTIVE ADS FOR WANT OR SHOULD? IT DEPENDS ON CONSUMERS' POWER
10.1002/jcpy.1169,WOS000532350200001,2020,JCP,HARDISTY DJ;WEBER EU,IMPATIENCE AND SAVORING VS. DREAD: ASYMMETRIES IN ANTICIPATION EXPLAIN CONSUMER TIME PREFERENCES FOR POSITIVE VS. NEGATIVE EVENTS
10.1002/jcpy.1174,WOS000546044200001,2020,JCP,HE Y;CUNHA M,LOVE LEADS TO ACTION: SHORT-TERM MATING MINDSET MITIGATES THE STATUS-QUO BIAS BY ENHANCING PROMOTION FOCUS
10.1002/jcpy.1175,WOS000547863000001,2020,JCP,BRYKSINA O,WHEN AND WHY CHOICES FOR OTHERS DIVERGE FROM CONSUMERS' OWN SALIENT GOALS
10.1002/jcpy.1182,WOS000566159500001,2020,JCP,SIMONSON I,"THE REAL-TIME COGNITIVE VALUE OF EATING KALE, HELPING, AND DOING SOMETHING SPECIAL: ``CONCURRENT EXPERIENCE EVALUATION'' (CEE), ITS DRIVERS AND MODERATORS, AND RESEARCH DIRECTIONS"
10.1002/jcpy.1188,WOS000588439300016,2020,JCP,JAGADISH HV,CIRCLES OF PRIVACY
10.1002/jcpy.1189,WOS000588439300014,2020,JCP,OYSERMAN D;SCHWARZ N,IDENTITY-BASED MOTIVATION AND THE LOGIC OF CONVERSATIONS OBFUSCATE LOSS OF ONLINE PRIVACY AND WHAT POLICY-MAKERS CAN DO ABOUT IT
10.1002/jcpy.1190,WOS000588439300015,2020,JCP,MULLIGAN DK;REGAN PM;KING J,THE FERTILE DARK MATTER OF PRIVACY TAKES ON THE DARK PATTERNS OF SURVEILLANCE
10.1002/jcpy.1191,WOS000588439300013,2020,JCP,ACQUISTI A;BRANDIMARTE L;LOEWENSTEIN G,SECRETS AND LIKES: THE DRIVE FOR PRIVACY AND THE DIFFICULTY OF ACHIEVING IT IN THE DIGITAL AGE
10.1002/jcpy.1194,WOS000588439300011,2020,JCP,HIGGINS ET;NAKKAWITA E;ROSSIGNAC-MILON F;JUN Y,MAKING THE RIGHT DECISION: INTENSIFYING THE WORTH OF A CHOSEN OPTION
10.1016/S1057-7408(07)70013-X,WOS000246287400003,2007,JCP,TROPE Y;LIBERMAN N;WAKSLAK C,"CONSTRUAL LEVELS AND PSYCHOLOGICAL DISTANCE: EFFECTS ON REPRESENTATION, PREDICTION, EVALUATION, AND BEHAVIOR"
10.1016/S1057-7408(07)70014-1,WOS000246287400004,2007,JCP,DHAR R;KIM EY,SEEING THE FOREST OR THE TREES: IMPLICATIONS OF CONSTRUAL LEVEL THEORY FOR CONSUMER CHOICE
10.1016/S1057-7408(07)70015-3,WOS000246287400005,2007,JCP,FIEDLER K,CONSTRUAL LEVEL THEORY AS AN INTEGRATIVE FRAMEWORK FOR BEHAVIORAL DECISION-MAKING RESEARCH AND CONSUMER PSYCHOLOGY
10.1016/S1057-7408(07)70016-5,WOS000246287400006,2007,JCP,LYNCH JG;ZAUBERMAN G,CONSTRUING CONSUMER DECISION MAKING
10.1016/S1057-7408(07)70019-0,WOS000246287400009,2007,JCP,KRAMER T;YOON SO,APPROACH-AVOIDANCE MOTIVATION AND THE USE OF AFFECT AS INFORMATION
10.1016/S1057-7408(07)70020-7,WOS000246287400010,2007,JCP,IACOBUCCI D;SALDANHA N;DENG X,A MEDITATION ON MEDIATION: EVIDENCE THAT STRUCTURAL EQUATIONS MODELS PERFORM BETTER THAN REGRESSIONS
10.1016/S1057-7408(07)70023-2,WOS000248770600003,2007,JCP,HAN S;LERNER JS;KELTNER D,FEELINGS AND CONSUMER DECISION MAKING: THE APPRAISAL-TENDENCY FRAMEWORK
10.1016/S1057-7408(07)70024-4,WOS000248770600004,2007,JCP,CAVANAUGH LA;BETTMAN JR;LUCE JW,APPRAISING THE APPRAISAL-TENDENCY FRAMEWORK
10.1016/S1057-7408(07)70025-6,WOS000248770600005,2007,JCP,SHIV B,"EMOTIONS, DECISIONS, AND THE BRAIN"
10.1016/S1057-7408(07)70028-1,WOS000248770600008,2007,JCP,WOOD SL;BETTMAN JR,PREDICTING HAPPINESS: HOW NORMATIVE FEELING RULES INFLUENCE (AND EVEN REVERSE) DURABILITY BIAS
10.1016/S1057-7408(07)70029-3,WOS000248770600009,2007,JCP,GILL T;DUBE L,WHAT IS A LEATHER IRON OR A BIRD PHONE? USING CONCEPTUAL COMBINATIONS TO GENERATE AND UNDERSTAND NEW PRODUCT CONCEPTS
10.1016/S1057-7408(07)70033-5,WOS000250726800003,2007,JCP,DUNNING D,SELF-IMAGE MOTIVES AND CONSUMER BEHAVIOR: HOW SACROSANCT SELF-BELIEFS SWAY PREFERENCES IN THE MARKETPLACE
10.1016/S1057-7408(07)70034-7,WOS000250726800004,2007,JCP,KRUGER J;GALAK J;BURRUS J,WHEN CONSUMERS' SELF-IMAGE MOTIVES FAIL
10.1016/S1057-7408(07)70035-9,WOS000250726800005,2007,JCP,SEDIKIDES C;GREGG AP;CISEK S;HART CM,THE I THAT BUYS: NARCISSISTS AS CONSUMERS
10.1016/S1057-7408(07)70036-0,WOS000250726800006,2007,JCP,DUNNING D,SELF-IMAGE MOTIVES: FURTHER THOUGHTS AND REFLECTIONS
10.1016/S1057-7408(07)70037-2,WOS000250726800007,2007,JCP,JI MF;WOOD W,PURCHASE AND CONSUMPTION HABITS: NOT NECESSARILY WHAT YOU INTEND
10.1016/S1057-7408(07)70038-4,WOS000250726800008,2007,JCP,BECHWATI NN;MORRIN M,UNDERSTANDING VOTER VENGEANCE
10.1016/S1057-7408(07)70039-6,WOS000250726800009,2007,JCP,ZHAO S;MEYER RJ,BIASES IN PREDICTING PREFERENCES FOR THE WHOLE VISUAL PATTERNS FROM PRODUCT FRAGMENTS
10.1016/j.jcps.2007.10.008,WOS000253066600009,2008,JCP,SHEN H;WYER RS,THE IMPACT OF NEGATIVE AFFECT ON RESPONSES TO AFFECT-REGULATORY EXPERIENCES
10.1016/j.jcps.2007.10.009,WOS000253066600010,2008,JCP,KRUGER J;VARGAS P,CONSUMER CONFUSION OF PERCENT DIFFERENCES
10.1016/j.jcps.2007.10.010,WOS000253066600011,2008,JCP,SENGUPTA J;DAHL DW,GENDER-RELATED REACTIONS TO GRATUITOUS SEX APPEALS IN ADVERTISING
10.1016/j.jcps.2008.01.002,WOS000255806800003,2008,JCP,FITZSIMONS GJ;MOORE SG,"SHOULD WE ASK OUR CHILDREN ABOUT SEX, DRUGS AND ROCK \& ROLL? POTENTIALLY HARMFUL EFFECTS OF ASKING QUESTIONS ABOUT RISKY BEHAVIORS"
10.1016/j.jcps.2008.01.003,WOS000255806800004,2008,JCP,SHERMAN SJ,"SHOULD WE ASK OUR CHILDREN ABOUT SEX, DRUGS, AND ROCK \& ROLL? A DIFFERENT CONCLUSION"
10.1016/j.jcps.2008.01.004,WOS000255806800006,2008,JCP,GOLLWITZER PM;OETTINGEN G,THE QUESTION-BEHAVIOR EFFECT FROM AN ACTION CONTROL PERSPECTIVE
10.1016/j.jcps.2008.01.005,WOS000255806800007,2008,JCP,MOORE SG;FITZSIMONS GJ,"WHILE PARENTS MIGHT NOT WANT TO, RESEARCHERS REALLY SHOULD ASK QUESTIONS ABOUT RISKY BEHAVIORS"
10.1016/j.jcps.2008.01.006,WOS000255806800008,2008,JCP,KIM H;JOHN DR,CONSUMER RESPONSE TO BRAND EXTENSIONS: CONSTRUAL LEVEL AS A MODERATOR OF THE IMPORTANCE OF PERCEIVED FIT
10.1016/j.jcps.2008.01.007,WOS000255806800009,2008,JCP,LAU-GESK L;DROLET A,THE PUBLICLY SELF-CONSCIOUSNESS CONSUMER: PREPARED TO BE EMBARRASSED
10.1016/j.jcps.2008.01.008,WOS000255806800010,2008,JCP,RUCKER DD;PETTY RE;BRINOL P,WHAT'S IN A FRAME ANYWAY?: A META-COGNITIVE ANALYSIS OF THE IMPACT OF ONE VERSUS TWO SIDED MESSAGE FRAMING ON ATTITUDE CERTAINTY
10.1016/j.jcps.2008.02.002,WOS000255806800005,2008,JCP,SPANGENBERG ER;GREENWALD AG;SPROTT DE,WILL YOU READ THIS ARTICLE'S ABSTRACT? THEORIES OF THE QUESTION-BEHAVIOR EFFECT
10.1016/j.jcps.2008.04.002,WOS000259158100002,2008,JCP,SIMONSON I,WILL I LIKE A ``MEDIUM'' PILLOW? ANOTHER LOOK AT CONSTRUCTED AND INHERENT PREFERENCES
10.1016/j.jcps.2008.04.003,WOS000259158100003,2008,JCP,BETTMAN JR;LUCE MF;PAYNE JW,PREFERENCE CONSTRUCTION AND PREFERENCE STABILITY: PUTTING THE PILLOW TO REST
10.1016/j.jcps.2008.04.004,WOS000259158100004,2008,JCP,DHAR R;NOVEMSKY N,BEYOND RATIONALITY: THE CONTENT OF PREFERENCES
10.1016/j.jcps.2008.04.005,WOS000259158100005,2008,JCP,KIVETZ R;NETZER O;SCHRIFT R,THE SYNTHESIS OF PREFERENCE: BRIDGING BEHAVIORAL DECISION RESEARCH AND MARKETING SCIENCE
10.1016/j.jcps.2008.04.006,WOS000259158100006,2008,JCP,SMITH ER,EMBODIED CONSTRAINTS AS ELEMENTS IN ATTITUDE CONSTRUCTION
10.1016/j.jcps.2008.04.007,WOS000259158100007,2008,JCP,SIMONSON I,REGARDING INHERENT PREFERENCES
10.1016/j.jcps.2008.04.008,WOS000259158100008,2008,JCP,PERACCHIO LA;ESCALAS JE,TELL ME A STORY: CRAFTING AND PUBLISHING RESEARCH IN CONSUMER PSYCHOLOGY
10.1016/j.jcps.2008.04.009,WOS000259158100009,2008,JCP,CHO H;SCHWARZ N,OF GREAT ART AND UNTALENTED ARTISTS: EFFORT INFORMATION AND THE FLEXIBLE CONSTRUCTION OF JUDGMENTAL HEURISTICS
10.1016/j.jcps.2008.04.010,WOS000259158100010,2008,JCP,HAGTVEDT H;PATRICK VM,ART AND THE BRAND: THE ROLE OF VISUAL ART IN ENHANCING BRAND EXTENDIBILITY
10.1016/j.jcps.2008.04.011,WOS000259158100011,2008,JCP,HUNG IW;WYER RS,THE IMPACT OF IMPLICIT THEORIES ON RESPONSES TO PROBLEM-SOLVING PRINT ADVERTISEMENTS
10.1016/j.jcps.2008.09.006,WOS000261400100008,2008,JCP,FEDORIKHIN A;PARK CW;THOMSON M,BEYOND FIT AND ATTITUDE: THE EFFECT OF EMOTIONAL ATTACHMENT ON CONSUMER RESPONSES TO BRAND EXTENSIONS
10.1016/j.jcps.2008.09.007,WOS000261400100009,2008,JCP,AUH S;SHIH E;YOON Y,ALIGNING BENEFITS WITH PAYMENTS: A TEST OF THE PATTERN ALIGNMENT HYPOTHESIS
10.1016/j.jcps.2008.09.008,WOS000261400100010,2008,JCP,MADRIGAL R,HOT VS. COLD COGNITIONS AND CONSUMERS' REACTIONS TO SPORTING EVENT OUTCOMES
10.1016/j.jcps.2008.09.009,WOS000261400100011,2008,JCP,MONGA AB;JOHN DR,WHEN DOES NEGATIVE BRAND PUBLICITY HURT? THE MODERATING INFLUENCE OF ANALYTIC VERSUS HOLISTIC THINKING
10.1016/j.jcps.2008.12.002,WOS000264141300002,2009,JCP,YOON C;COLE CA;LEE MP,CONSUMER DECISION MAKING AND AGING: CURRENT KNOWLEDGE AND FUTURE DIRECTIONS
10.1016/j.jcps.2008.12.003,WOS000264141300003,2009,JCP,HEALEY MK;HASHER L,LIMITATIONS TO THE DEFICIT ATTENUATION HYPOTHESIS: AGING AND DECISION MAKING
10.1016/j.jcps.2008.12.004,WOS000264141300004,2009,JCP,STERNTHAL B;BONEZZI A,CONSUMER DECISION MAKING AND AGING: A COMMENTARY
10.1016/j.jcps.2008.12.005,WOS000264141300005,2009,JCP,GOLDBERG ME,CONSUMER DECISION MAKING AND AGING: A COMMENTARY FROM A PUBLIC POLICY/MARKETING PERSPECTIVE
10.1016/j.jcps.2008.12.006,WOS000264141300006,2009,JCP,COLE CA;LEE MP;YOON C,AN INTEGRATION OF PERSPECTIVES ON AGING AND CONSUMER DECISION MAKING
10.1016/j.jcps.2008.12.007,WOS000264141300007,2009,JCP,TUK MA;VERLEGH PWJ;SMIDTS A;WIGBOLDUS DHJ,SALES AND SINCERITY: THE ROLE OF RELATIONAL FRAMING IN WORD-OF-MOUTH MARKETING
